,Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight
90,16450,20.0,48110.0,Petrol,97.0,68647.23997185081,0,1400,3,1100
91,22250,20.0,68647.23997185081,Diesel,90.0,1.0,0,2000,3,1260
92,19950,55.67215568862275,34472.0,Diesel,90.0,1.0,0,1995,3,1260
93,15950,20.0,33329.0,Petrol,97.0,1.0,0,1400,3,1100
94,18900,20.0,31850.0,Petrol,110.0,0.0,0,1600,3,1120
95,19950,17.0,30351.0,Diesel,90.0,1.0,0,1995,3,1260
96,15950,19.0,29435.0,Petrol,97.0,1.0,0,1400,3,1100
97,15950,19.0,25948.0,Petrol,97.0,1.0,0,1400,3,1100
98,18750,11.0,24500.0,Petrol,110.0,68647.23997185081,0,1600,3,1120
99,17450,18.0,23902.0,Petrol,97.0,1.0,0,1400,3,1100
100,18990,20.0,23175.0,Petrol,110.0,1.0,0,1600,3,1120
101,16250,19.0,19200.0,Petrol,97.0,1.0,0,1400,3,1100
102,18500,13.0,18000.0,Petrol,71.0,0.0,0,1400,3,1125
103,18500,11.0,16123.0,Petrol,110.0,1.0,0,1600,3,1105
104,19450,11.0,14635.0,Petrol,110.0,1.0,1,1600,3,1155
105,16950,55.67215568862275,13748.0,Petrol,97.0,1.0,0,1400,3,1100
106,18800,14.0,11500.0,Petrol,110.0,1.0,0,1600,3,1045
107,17450,17.0,10000.0,Petrol,97.0,1.0,0,1400,3,1100
108,17950,20.0,7187.0,Petrol,110.0,1.0,0,1600,3,1105
109,32500,55.67215568862275,1.0,Petrol,116.0,0.0,0,2000,5,1480
110,31000,4.0,4000.0,Diesel,116.0,1.0,0,2000,5,1480
111,31275,4.0,1500.0,Diesel,116.0,1.0,0,2000,5,1480
112,24950,8.0,68647.23997185081,Diesel,116.0,1.0,0,2000,5,1320
113,24950,8.0,13253.0,Diesel,116.0,1.0,0,2000,5,1320
114,22950,7.0,10000.0,Diesel,116.0,1.0,0,2000,5,1270
115,24990,8.0,6000.0,Diesel,90.0,1.0,0,2000,5,1280
116,21950,8.0,10841.0,Petrol,90.0,1.0,0,2000,5,1270
117,17900,55.67215568862275,1.0,Petrol,110.0,1.0,0,1600,3,1105
118,19250,20.0,63000.0,Diesel,90.0,1.0,0,2000,5,1255
119,22250,55.67215568862275,57313.0,Petrol,110.0,1.0,0,2000,5,1275
120,18950,13.0,57037.0,Petrol,110.0,0.0,0,1600,5,1115
121,19950,19.0,51099.0,Petrol,90.0,1.0,0,2000,5,1255
122,16350,14.0,40010.0,Petrol,110.0,1.0,0,1600,5,1115
123,18950,20.0,39115.0,Petrol,110.0,1.0,0,1600,5,1130
124,16950,17.0,36012.0,Petrol,110.0,0.0,0,1600,5,1130
125,21750,16.0,68647.23997185081,Petrol,110.0,1.0,0,1600,5,1130
126,15950,20.0,36000.0,Petrol,110.0,1.0,0,1600,5,1075
127,16500,20.0,35000.0,Petrol,97.0,1.0,0,1400,5,1110
128,17950,17.0,33740.0,Petrol,97.0,1.0,0,1400,5,1135
129,15850,13.0,33477.0,Petrol,110.0,1.0,0,1600,5,1075
130,16250,20.0,32627.0,Petrol,97.0,1.0,0,1400,5,1110
131,15950,20.0,68647.23997185081,Petrol,97.0,1.0,0,1400,5,1110
132,16250,19.0,29441.0,Petrol,97.0,1.0,0,1400,5,1110
133,15950,13.0,29371.0,Petrol,110.0,1.0,0,1600,4,1105
134,16500,20.0,29000.0,Petrol,97.0,0.0,0,1400,5,1110
135,16500,19.0,27821.0,Petrol,97.0,0.0,0,1400,5,1110
136,18450,19.0,27371.0,Petrol,97.0,0.0,0,1400,5,1135
137,16250,13.0,25170.0,Petrol,110.0,1.0,0,1600,5,1105
138,23000,11.0,25000.0,Diesel,116.0,1.0,0,2000,5,1320
139,19900,20.0,23000.0,Petrol,110.0,1.0,0,1600,5,1130
140,16450,20.0,22588.0,Petrol,97.0,1.0,0,1400,5,1110
141,23950,19.0,21684.0,Petrol,192.0,1.0,0,1800,5,1185
142,19950,13.0,21428.0,Petrol,110.0,1.0,0,1600,5,1130
143,18500,16.0,20629.0,Petrol,110.0,1.0,0,1600,4,1090
144,18950,15.0,20270.0,Petrol,110.0,68647.23997185081,0,1600,5,1130
145,16450,16.0,20105.0,Petrol,97.0,0.0,0,1400,5,1110
146,20500,20.0,20000.0,Petrol,110.0,0.0,1,1600,5,1165
147,24500,13.0,19988.0,Petrol,110.0,1.0,0,1600,5,1130
148,19450,19.0,18328.0,Petrol,110.0,0.0,0,1600,5,1130
149,20950,14.0,17896.0,Petrol,110.0,1.0,1,1600,4,1150
150,17200,20.0,17300.0,Petrol,97.0,1.0,0,1400,5,1110
151,19950,19.0,17038.0,Petrol,110.0,0.0,0,1600,5,1130
152,18450,10.0,13747.0,Petrol,97.0,1.0,0,1400,5,1110
153,19500,12.0,13634.0,Petrol,110.0,1.0,0,1600,5,1115
154,21750,13.0,13178.0,Petrol,110.0,1.0,0,1600,5,1130
155,16868,15.0,13157.0,Petrol,97.0,1.0,0,1400,4,1085
156,19500,16.0,13000.0,Petrol,110.0,1.0,0,1600,4,1105
157,18900,11.0,12500.0,Petrol,110.0,1.0,0,1600,5,1115
158,19750,17.0,11999.0,Petrol,110.0,1.0,0,1600,5,1130
159,19750,16.0,11754.0,Petrol,110.0,0.0,1,1600,5,1180
160,18950,16.0,11000.0,Petrol,110.0,68647.23997185081,0,1600,4,1105
161,20750,17.0,10000.0,Petrol,110.0,0.0,0,1598,5,1105
162,19600,9.0,7650.0,Petrol,110.0,1.0,0,1600,5,1115
163,19500,14.0,6500.0,Petrol,110.0,68647.23997185081,0,1600,4,1100
164,17650,11.0,6155.0,Petrol,97.0,1.0,0,1400,5,1110
165,19950,14.0,6000.0,Petrol,110.0,0.0,0,1600,5,1130
166,19950,14.0,5459.0,Petrol,110.0,1.0,0,1600,5,1130
167,20950,14.0,5278.0,Petrol,110.0,1.0,1,1600,four,1150
168,20500,12.0,5000.0,Petrol,110.0,1.0,0,1600,5,1130
169,17795,9.0,1.0,Petrol,98.0,1.0,0,1400,4,1065
170,18245,9.0,1.0,Petrol,110.0,1.0,0,1600,5,1075
171,23750,8.0,11000.0,Petrol,110.0,1.0,0,1600,5,1130
172,19500,8.0,10077.0,Petrol,97.0,1.0,0,1400,5,1110
173,18950,8.0,10000.0,Petrol,97.0,1.0,0,1400,5,1110
174,21950,8.0,9788.0,Petrol,110.0,1.0,0,1600,5,1130
175,19950,8.0,8574.0,Petrol,110.0,1.0,0,1600,5,1130
176,18950,8.0,7000.0,Petrol,110.0,0.0,0,1600,5,1115
177,19950,7.0,6250.0,Petrol,110.0,1.0,0,1600,5,1115
178,21950,8.0,5000.0,Petrol,110.0,1.0,0,1600,5,1130
179,22500,6.0,3000.0,Petrol,110.0,0.0,0,1600,5,1130
180,18500,7.0,2000.0,Petrol,110.0,0.0,0,1600,5,1075
181,18700,7.0,450.0,Petrol,97.0,1.0,0,1400,5,1110
182,21125,2.0,225.0,Petrol,97.0,1.0,0,1400,5,1110
183,21500,55.67215568862275,15.0,Petrol,110.0,1.0,0,1600,5,1130
184,17795,1.0,1.0,Petrol,98.0,1.0,0,1400,4,1100
185,18245,1.0,1.0,Petrol,110.0,1.0,0,1600,5,1075
186,6950,43.0,243000.0,Diesel,69.0,0.0,0,1900,3,1110
187,9500,38.0,180638.0,Diesel,90.0,0.0,0,2000,4,1160
188,11950,40.0,179860.0,Diesel,90.0,1.0,0,2000,5,1205
189,7750,43.0,178858.0,CNG,110.0,0.0,0,1600,3,1084
190,11950,40.0,161000.0,Diesel,69.0,1.0,0,1900,3,1105
191,4350,44.0,158320.0,Diesel,69.0,0.0,0,1800,5,1110
192,4750,44.0,131273.0,Diesel,69.0,1.0,0,1800,5,1110
193,11750,40.0,130062.0,Diesel,69.0,1.0,0,1900,5,1140
194,13250,41.0,123425.0,Diesel,69.0,1.0,0,1900,5,1140
195,11950,37.0,118217.0,Petrol,110.0,1.0,0,1600,5,1075
196,11900,44.0,110000.0,Diesel,69.0,1.0,0,1900,5,1095
197,14750,39.0,108847.0,Diesel,90.0,1.0,0,2000,5,1205
198,9950,42.0,105699.0,Petrol,97.0,1.0,0,1400,3,1025
199,11950,55.67215568862275,98823.0,CNG,110.0,1.0,0,1600,5,1119
200,11495,44.0,96829.0,Petrol,110.0,68647.23997185081,0,1600,5,1075
201,11250,40.0,96518.0,Petrol,97.0,1.0,0,1400,3,1025
202,10500,42.0,92204.0,Petrol,110.0,1.0,0,1600,5,1075
203,10450,35.0,91456.0,Diesel,69.0,1.0,0,1900,3,1110
204,12950,43.0,89968.0,Diesel,69.0,1.0,0,1900,5,1140
205,11500,44.0,89757.0,Petrol,110.0,1.0,0,1600,3,1045
206,12500,40.0,85389.0,Petrol,110.0,1.0,0,1600,5,1075
207,10950,43.0,85017.0,Petrol,97.0,0.0,0,1400,5,1060
208,11450,41.0,84312.0,Petrol,110.0,0.0,0,1600,5,1080
209,11950,37.0,82743.0,CNG,110.0,1.0,0,1600,5,1121
210,13250,41.0,81106.0,Diesel,69.0,1.0,0,1900,5,1140
211,14750,40.0,80425.0,Diesel,90.0,1.0,0,2000,5,1205
212,11790,34.0,78677.0,Petrol,110.0,1.0,1,1600,5,1105
213,11450,40.0,78425.0,Petrol,110.0,68647.23997185081,0,1600,5,1075
214,13500,33.0,78108.0,Diesel,90.0,1.0,0,2000,3,1170
215,10950,33.0,77321.0,Petrol,110.0,1.0,0,1600,5,1075
216,13500,33.0,75699.0,Diesel,69.0,0.0,0,1900,3,1105
217,10950,41.0,75697.0,Petrol,97.0,1.0,0,1400,3,1025
218,10950,44.0,74846.0,Petrol,97.0,68647.23997185081,0,1400,3,1025
219,12950,38.0,74319.0,Petrol,110.0,1.0,0,1600,5,1075
220,11950,55.67215568862275,74285.0,Petrol,110.0,1.0,0,1600,5,1075
221,12450,44.0,74172.0,Petrol,110.0,1.0,0,1600,5,1615
222,11950,40.0,73042.0,Petrol,110.0,1.0,0,1598,5,1075
223,14950,44.0,71793.0,CNG,110.0,68647.23997185081,0,1600,4,1067
224,12450,35.0,71200.0,Petrol,110.0,1.0,0,1600,5,1075
225,12950,38.0,67805.0,Petrol,110.0,1.0,0,1600,5,1075
226,11950,55.67215568862275,65988.0,Petrol,110.0,68647.23997185081,0,1600,3,1040
227,11690,55.67215568862275,65345.0,Petrol,97.0,1.0,0,1400,5,1060
228,12450,42.0,64564.0,Petrol,110.0,1.0,0,1600,5,1080
229,12750,36.0,63459.0,Petrol,97.0,1.0,0,1400,5,1060
230,11925,55.67215568862275,63451.0,Petrol,97.0,0.0,0,1400,3,1025
231,12950,33.0,62000.0,Petrol,110.0,1.0,0,1600,5,1075
232,11950,42.0,61300.0,Petrol,97.0,1.0,0,1400,3,1030
233,12900,41.0,61200.0,Petrol,110.0,1.0,0,1600,3,1045
234,11900,41.0,61000.0,Petrol,110.0,0.0,0,1600,5,1075
235,11650,38.0,60829.0,Petrol,110.0,68647.23997185081,0,1600,5,1075
236,10950,44.0,60500.0,Petrol,110.0,0.0,0,1600,5,1075
237,13950,35.0,59500.0,Diesel,69.0,68647.23997185081,0,1900,3,1110
238,13950,44.0,59000.0,Petrol,110.0,0.0,1,1600,5,1110
239,11950,40.0,58954.0,Petrol,110.0,1.0,0,1600,5,1080
240,10950,38.0,58798.0,Petrol,110.0,1.0,0,1600,5,1075
241,12450,38.0,58363.0,Petrol,110.0,1.0,0,1600,3,1055
242,11950,43.0,58277.0,Petrol,110.0,68647.23997185081,0,1600,3,1045
243,13500,33.0,57711.0,Diesel,90.0,1.0,0,2000,3,1165
244,11690,33.0,57269.0,Petrol,110.0,1.0,0,1600,5,1075
245,13500,39.0,56001.0,Petrol,110.0,1.0,0,1600,5,1075
246,11950,42.0,55968.0,Petrol,110.0,68647.23997185081,0,1600,3,1050
247,12900,55.67215568862275,55678.0,Petrol,110.0,1.0,0,1600,4,1030
248,13500,43.0,55539.0,Petrol,110.0,1.0,0,1600,5,1085
249,11750,42.0,55400.0,Petrol,110.0,0.0,0,1600,5,1075
250,11750,33.0,55350.0,Petrol,110.0,0.0,0,1600,5,1075
251,10850,43.0,54600.0,Petrol,110.0,0.0,0,1600,4,1030
252,11750,43.0,53773.0,Petrol,110.0,1.0,0,1600,5,1075
253,14950,42.0,53719.0,Petrol,110.0,1.0,1,1600,5,1105
254,9940,39.0,53644.0,Petrol,110.0,1.0,0,1600,5,1075
255,12900,42.0,53350.0,Petrol,110.0,0.0,0,1600,5,1075
256,13500,38.0,53000.0,Petrol,110.0,1.0,0,1600,5,1075
257,11750,44.0,52084.0,Petrol,97.0,1.0,0,1400,3,1025
258,11950,44.0,52000.0,Petrol,97.0,0.0,0,1400,3,1025
259,13450,33.0,51945.0,Petrol,110.0,1.0,0,1600,5,1075
260,11950,41.0,51732.0,Petrol,97.0,1.0,0,1400,3,1025
261,12495,39.0,50873.0,Petrol,110.0,68647.23997185081,0,1600,5,1075
262,13500,41.0,50856.0,Petrol,110.0,0.0,0,1600,4,1030
263,12750,40.0,50640.0,Petrol,110.0,1.0,0,1600,5,1075
264,12000,39.0,50000.0,Petrol,97.0,1.0,0,1400,5,1060
265,11950,38.0,49500.0,Petrol,110.0,1.0,0,1600,5,1075
266,12495,44.0,49332.0,Petrol,110.0,1.0,0,1600,5,1080
267,12450,34.0,49291.0,Petrol,110.0,1.0,0,1600,3,1040
268,14750,40.0,48952.0,Diesel,90.0,1.0,0,2000,5,1205
269,10950,39.0,48945.0,Petrol,110.0,0.0,0,1600,3,1040
270,13500,33.0,48928.0,Diesel,69.0,68647.23997185081,0,1900,3,1105
271,12950,38.0,48197.0,Petrol,110.0,1.0,0,1600,5,1075
272,13500,35.0,48052.0,Diesel,69.0,68647.23997185081,0,1900,3,1105
273,13450,55.67215568862275,48011.0,Petrol,110.0,1.0,0,1600,4,1030
274,13500,43.0,48000.0,Petrol,110.0,1.0,0,1600,5,1075
275,11480,41.0,47350.0,Petrol,110.0,1.0,0,1600,5,1075
276,13450,39.0,46821.0,Petrol,97.0,1.0,0,1400,5,1060
277,11495,39.0,46694.0,Petrol,110.0,0.0,0,1600,3,1040
278,12750,43.0,46515.0,Petrol,97.0,0.0,0,1400,5,1025
279,14990,38.0,46327.0,Petrol,110.0,1.0,0,1600,3,1055
280,12950,35.0,46304.0,Petrol,97.0,1.0,0,1400,5,1060
281,12950,40.0,45886.0,Petrol,110.0,1.0,0,1600,5,1080
282,12850,39.0,45713.0,Petrol,97.0,1.0,0,1400,5,1085
283,13950,40.0,45600.0,Petrol,110.0,1.0,1,1600,5,1105
284,11950,41.0,45287.0,Petrol,110.0,1.0,0,1600,5,1075
285,12950,39.0,45081.0,Petrol,110.0,1.0,0,1600,5,1075
286,11700,40.0,44830.0,Petrol,110.0,68647.23997185081,0,1600,5,1075
287,9950,37.0,44757.0,Petrol,97.0,68647.23997185081,0,1400,3,1025
288,11895,44.0,44218.0,Petrol,97.0,1.0,0,1400,5,1060
289,12950,43.0,43632.0,Petrol,110.0,1.0,0,1600,5,1075
290,12500,36.0,43427.0,Petrol,110.0,1.0,0,1600,3,1040
291,13875,39.0,43254.0,Petrol,110.0,1.0,0,1600,5,1075
292,10500,35.0,43000.0,Petrol,110.0,0.0,0,1600,3,1050
293,12295,33.0,42823.0,Petrol,110.0,1.0,0,1600,5,1075
294,13950,42.0,42560.0,Petrol,110.0,1.0,0,1600,5,1080
295,10950,38.0,41754.0,Petrol,110.0,0.0,0,1600,3,1040
296,12950,44.0,41499.0,CNG,110.0,1.0,0,1600,5,1103
297,12850,40.0,41339.0,Petrol,110.0,1.0,0,1600,5,1080
298,13995,35.0,41000.0,Petrol,110.0,1.0,0,1600,5,1075
299,13750,39.0,40000.0,Petrol,110.0,1.0,0,1600,3,1055
300,12750,37.0,39757.0,Petrol,110.0,1.0,0,1600,5,1075
301,12500,41.0,39659.0,Petrol,110.0,68647.23997185081,0,1600,3,1045
302,13950,43.0,39650.0,Petrol,110.0,0.0,0,1600,3,1055
303,11500,39.0,39524.0,Petrol,97.0,68647.23997185081,0,1398,3,1025
304,13950,44.0,39516.0,Petrol,97.0,1.0,0,1400,5,1060
305,11895,41.0,39439.0,Petrol,97.0,0.0,0,1400,5,1060
306,9950,44.0,39000.0,Petrol,97.0,1.0,0,1400,3,1025
307,13500,42.0,38932.0,Petrol,110.0,1.0,0,1600,3,1040
308,11450,37.0,38812.0,Petrol,97.0,68647.23997185081,0,1400,3,1025
309,12450,42.0,38665.0,Petrol,110.0,1.0,0,1600,5,1075
310,12950,40.0,38653.0,Petrol,110.0,1.0,0,1600,5,1080
311,13995,44.0,38461.0,Petrol,110.0,68647.23997185081,0,1600,5,1080
312,11750,42.0,38078.0,Petrol,97.0,0.0,0,1400,3,1025
313,11650,39.0,37782.0,Petrol,97.0,1.0,0,1400,5,1060
314,9950,43.0,37576.0,Petrol,97.0,0.0,0,1400,3,1030
315,13950,41.0,37533.0,Petrol,110.0,1.0,0,1600,5,1075
316,12950,44.0,37389.0,Petrol,110.0,1.0,0,1600,5,1080
317,10950,38.0,37320.0,Petrol,97.0,1.0,0,1400,3,1025
318,9900,42.0,37000.0,Petrol,97.0,1.0,0,1400,3,1025
319,11950,44.0,37000.0,Petrol,110.0,0.0,0,1600,4,1075
320,11990,40.0,36566.0,Petrol,110.0,0.0,0,1600,5,1090
321,10750,36.0,36269.0,Petrol,110.0,1.0,0,1600,5,1075
322,13950,37.0,36074.0,Petrol,110.0,1.0,1,1600,5,1075
323,11250,44.0,36066.0,Petrol,110.0,1.0,0,1600,3,1040
324,12950,39.0,34599.0,Petrol,110.0,1.0,0,1600,five,1075
325,11950,41.0,34000.0,Petrol,110.0,1.0,0,1600,5,1075
326,10950,42.0,33623.0,Petrol,97.0,1.0,0,1400,3,1025
327,12950,33.0,33591.0,Petrol,110.0,1.0,0,1600,5,1075
328,12950,35.0,33258.0,Petrol,110.0,68647.23997185081,0,1600,5,1075
329,11695,43.0,33113.0,Petrol,110.0,1.0,0,1600,5,1075
330,11000,41.0,33000.0,Petrol,110.0,1.0,1,1600,5,1075
331,13950,55.67215568862275,32941.0,Petrol,110.0,1.0,0,1600,5,1080
332,11950,38.0,32781.0,Petrol,110.0,0.0,0,1600,5,1075
333,11750,40.0,32532.0,Petrol,110.0,1.0,0,1600,3,1040
334,12400,34.0,32431.0,Petrol,97.0,1.0,0,1400,5,1060
335,12500,35.0,32000.0,Petrol,110.0,0.0,0,1600,3,1040
336,12900,33.0,31000.0,Petrol,110.0,1.0,0,1600,5,1075
337,12200,41.0,30989.0,Petrol,110.0,0.0,0,1600,3,1045
338,12750,43.0,30742.0,Petrol,110.0,1.0,0,1600,3,1040
339,11950,42.0,30190.0,Petrol,110.0,1.0,0,1600,5,1075
340,11900,41.0,29716.0,Petrol,116.0,1.0,0,1600,5,1075
341,11950,44.0,29716.0,Petrol,110.0,1.0,1,1600,3,1070
342,14950,42.0,29640.0,Petrol,110.0,68647.23997185081,0,1600,3,1055
343,11950,41.0,29056.0,Petrol,97.0,1.0,0,1400,5,1060
344,12950,33.0,28715.0,Petrol,110.0,1.0,0,1600,5,1075
345,14950,41.0,28571.0,Petrol,110.0,0.0,0,1600,5,1090
346,13450,40.0,28362.0,Petrol,110.0,1.0,0,1600,3,1040
347,13750,38.0,28150.0,Petrol,110.0,68647.23997185081,0,1600,5,1075
348,12950,43.0,27301.0,Petrol,110.0,1.0,0,1600,3,1040
349,12750,33.0,27240.0,Petrol,110.0,1.0,0,1600,5,1075
350,11895,39.0,27170.0,Petrol,97.0,1.0,0,1400,5,1060
351,9950,42.0,27141.0,Petrol,97.0,1.0,0,1400,5,1060
352,12450,38.0,26262.0,Petrol,110.0,1.0,0,1600,5,1075
353,12500,38.0,26000.0,Petrol,97.0,1.0,0,1400,5,1060
354,14950,43.0,25228.0,Petrol,110.0,1.0,0,1600,3,1045
355,13750,39.0,25062.0,Petrol,110.0,68647.23997185081,0,1600,5,1080
356,12695,39.0,24723.0,Petrol,110.0,1.0,1,1600,4,1060
357,14990,55.67215568862275,24650.0,Petrol,110.0,1.0,0,1600,3,1055
358,12750,43.0,24553.0,Petrol,110.0,1.0,0,1600,5,1080
359,14350,41.0,24475.0,Petrol,110.0,68647.23997185081,0,1600,5,1030
360,12950,39.0,24444.0,Petrol,110.0,68647.23997185081,0,1600,3,1040
361,11500,35.0,24011.0,Petrol,97.0,0.0,0,1400,3,1025
362,11950,41.0,24000.0,Petrol,97.0,1.0,0,1400,3,1025
363,13450,40.0,23616.0,Petrol,110.0,1.0,0,1600,5,1075
364,12900,38.0,22865.0,Petrol,110.0,1.0,0,1600,5,1075
365,10500,41.0,22780.0,Petrol,86.0,68647.23997185081,0,1300,5,1035
366,10950,35.0,21904.0,Petrol,97.0,0.0,0,1400,3,1025
367,11950,41.0,21651.0,Petrol,97.0,0.0,0,1400,3,1025
368,11450,37.0,21500.0,Petrol,110.0,1.0,0,1600,5,1030
369,13250,44.0,21027.0,Petrol,110.0,1.0,0,1600,5,1080
